id;point;address
31114;7952;carpmael road 80
31115;7952;carpmael road 81
31116;7952;carpmael road 81a
31117;7952;carpmael road 87
31118;7952;carpmael road 89
31119;7952;carpmael road 9
31120;7952;carpmael road 90
31121;7952;carpmael road 91
31122;7952;carpmael road 93
31123;7952;carpmael road 94
31124;7952;carpmael road 94a
31125;7952;carpmael road 95
31126;7952;carpmael road 96a
31127;7952;carpmael road 99
31128;7952;carpmael road 9b
31129;7953;east coast avenue 51
31130;7954;lorong liput 31
31131;7954;lorong liput 31-33
31132;7954;lorong liput 31a
31133;7954;lorong liput 31a/33a
31134;7955;lorong liput 15a
31135;7956;joo chiat road 280
31136;7957;roberts lane 21
31137;7958;horne road 78c
31138;7959;lorong 1 geylang 4a
31139;7960;ardmore park 14a
31140;7960;ardmore park 1a
31141;7961;elliot road 33
31142;7962;albert street 197 singapore 718
31143;7962;kallang avenue 259
31144;7962;lorong liput 11
31145;7962;lorong liput 11a
31146;7962;lorong liput 19
31147;7962;lorong liput 19a
31148;7962;lorong liput 1a
31149;7962;lorong liput 25
31150;7962;lorong liput 25-25a
31151;7962;lorong liput 25a
31152;7962;lorong liput 25b
31153;7962;lorong liput 25c
31154;7962;lorong liput 25d
31155;7962;lorong liput 25e
31156;7962;lorong liput 27
31157;7962;lorong liput 27a
31158;7962;lorong liput 27b
31159;7962;lorong liput 27c
31160;7962;lorong liput 29
31161;7962;lorong liput 29-a
31162;7962;lorong liput 29/29a
31163;7962;lorong liput 29a
31164;7962;lorong liput 29b
31165;7962;lorong liput 29b/c
31166;7962;lorong liput 29c
31167;7962;lorong liput 3
31168;7962;lorong liput 3a
31169;7962;lorong liput 3f
31170;7962;lorong liput 5
31171;7962;lorong liput 5a
31172;7962;lorong liput 9
31173;7962;lorong liput 9-2b
31174;7962;moonbeam drive 11
31175;7963;jalan besar 290
31176;7963;jalan besar 290a
31177;7963;jalan besar 290b
31178;7964;jalan besar 282
31179;7965;holland road 93
31180;7966;lorong m telok kurau 33a
31181;7967;geylang road 71
31182;7967;geylang road 71a
31183;7968;holland drive 20
31184;7969;roberts lane 23
31185;7970;teng tong road 1
31186;7970;teng tong road 10
31187;7970;teng tong road 14
31188;7970;teng tong road 22
31189;7970;teng tong road 23
31190;7970;teng tong road 24
31191;7970;teng tong road 29
31192;7970;teng tong road 4
31193;7970;teng tong road 7
31194;7970;teng tong road 9
31195;7971;bayshore road 56
31196;7972;tech park crescent 66
31197;7973;teng tong road 17
31198;7974;jalan saudara ku 1
31199;7974;jalan saudara ku 10
31200;7974;jalan saudara ku 11
31201;7974;jalan saudara ku 12
31202;7974;jalan saudara ku 14
31203;7974;jalan saudara ku 15
31204;7974;jalan saudara ku 15a
31205;7974;jalan saudara ku 17
31206;7974;jalan saudara ku 17a
31207;7974;jalan saudara ku 17b
31208;7974;jalan saudara ku 1a
31209;7974;jalan saudara ku 1b
31210;7974;jalan saudara ku 2
31211;7974;jalan saudara ku 3
31212;7974;jalan saudara ku 3a
31213;7974;jalan saudara ku 3b
31214;7974;jalan saudara ku 5
31215;7974;jalan saudara ku 5a
31216;7974;jalan saudara ku 5b
31217;7974;jalan saudara ku 6
31218;7974;jalan saudara ku 7
31219;7974;jalan saudara ku 9
31220;7974;jalan saudara ku 9a
31221;7974;lucky view 14
31222;7975;lorong 4 geylang 15a
31223;7975;lorong 4 geylang 15b
31224;7975;lorong 4 geylang 15c
31225;7976;east coast avenue 55
31226;7977;horne road 76
31227;7977;horne road 76b
31228;7977;horne road 76c
31229;7978;jalan besar 290 a & b
31230;7979;roberts lane 25
31231;7980;tech park crescent 67
31232;7981;draycott park 10
31233;7982;duku road 98
31234;7983;bukit timah road 100
31235;7984;west coast walk 7
31236;7985;roberts lane 24
31237;7986;teng tong road 15
31238;7987;lorong 22 geylang 36
31239;7988;pandan loop 57
31240;7989;thiam siew avenue 8
31241;7990;rose lane 12
31242;7991;geylang road 85
31243;7992;lorong liput 33
31244;7992;lorong liput 33a
31245;7993;lermit road 4
31246;7994;lorong m telok kurau 37
31247;7995;lorong n telok kurau 96b
31248;7996;jalan kelabu asap 12
31249;7996;jalan kelabu asap 14
31250;7996;jalan kelabu asap 15
31251;7996;jalan kelabu asap 18
31252;7996;jalan kelabu asap 2
31253;7996;jalan kelabu asap 21
31254;7996;jalan kelabu asap 22
31255;7996;jalan kelabu asap 23
31256;7996;jalan kelabu asap 24
31257;7996;jalan kelabu asap 26
31258;7996;jalan kelabu asap 28
31259;7996;jalan kelabu asap 29
31260;7996;jalan kelabu asap 32
31261;7996;jalan kelabu asap 33
31262;7996;jalan kelabu asap 34
31263;7996;jalan kelabu asap 38
31264;7996;jalan kelabu asap 4
31265;7996;jalan kelabu asap 41
31266;7996;jalan kelabu asap 42
31267;7996;jalan kelabu asap 48
31268;7996;jalan kelabu asap 5
31269;7996;jalan kelabu asap 50
31270;7996;jalan kelabu asap 52
31271;7996;jalan kelabu asap 54
31272;7996;jalan kelabu asap 57
31273;7996;jalan kelabu asap 59
31274;7996;jalan kelabu asap 61
31275;7996;jalan kelabu asap 62
31276;7996;jalan kelabu asap 63
31277;7996;jalan kelabu asap 64
31278;7996;jalan kelabu asap 66
31279;7996;jalan kelabu asap 68
31280;7996;jalan kelabu asap 70
31281;7996;jalan kelabu asap 71
31282;7996;jalan kelabu asap 72
31283;7996;jalan kelabu asap 74
31284;7996;jalan kelabu asap 75
31285;7996;jalan kelabu asap 76
31286;7996;jalan kelabu asap 81
31287;7996;jalan kelabu asap 83
31288;7996;jalan kelabu asap 87
31289;7996;jalan kelabu asap 89
31290;7996;jalan kelabu asap 9
31291;7997;aljunied avenue 4 119
31292;7997;aljunied road 6285
31293;7997;balestier road 3196
31294;12073;balestier road 553a
31295;12073;balestier road 559b
31296;7997;bedok north street 3 522
31297;17492;boon lay avenue 221
31298;7997;boon lay place 9c
31299;7997;bukit batok industrial park a 2037
31300;19840;bukit batok street 22 2001
31301;7997;bukit batok street 22 2003
31302;7997;bukit panjang road 446
31303;11346;changi road 459a
31304;7997;changi road 934
31305;7997;chin swee road 123
31306;7997;clemenceau avenue 22b
31307;7997;clemenceau avenue 310d
31308;7997;clementi avenue 1 106
31309;7997;clementi avenue 1 11-12
31310;7997;clementi avenue 1 11-90
31311;7997;clementi avenue 1 12-224
31312;7997;clementi avenue 1 126
31313;7997;clementi avenue 1 13-100
31314;7997;clementi avenue 1 174f
31315;7997;clementi avenue 1 178j
31316;7997;clementi avenue 1 218c
31317;7997;clementi avenue 1 308
31318;7997;clementi avenue 1 30e
31319;7997;clementi avenue 1 30f
31320;7997;clementi avenue 1 442
31321;7997;clementi avenue 1 443
31322;7997;clementi avenue 1 445
31323;7997;clementi avenue 1 54k
31324;7997;clementi avenue 1 62
31325;7997;clementi avenue 1 8-212
31326;7997;clementi avenue 1 blk 26
31327;7997;clementi avenue 2 10l
31328;7997;clementi avenue 2 113
31329;7997;clementi avenue 2 121
31330;7997;clementi avenue 2 153
31331;7997;clementi avenue 2 174b
31332;7997;clementi avenue 2 2-134
31333;7997;clementi avenue 2 2-275
31334;7997;clementi avenue 2 22-277
31335;7997;clementi avenue 2 220
31336;7997;clementi avenue 2 269v
31337;7997;clementi avenue 2 31
31338;7997;clementi avenue 2 385e
31339;7997;clementi avenue 2 409
31340;7997;clementi avenue 2 42v
31341;7997;clementi avenue 2 477f
31342;7997;clementi avenue 2 5-38
31343;7997;clementi avenue 3 -
31344;7997;clementi avenue 3 12-248
31345;7997;clementi avenue 3 206k
31346;7997;clementi avenue 3 226d
31347;7997;clementi avenue 3 244d
31348;7997;clementi avenue 3 284
31349;7997;clementi avenue 3 286b
31350;7997;clementi avenue 3 292f
31351;7997;clementi avenue 3 296
31352;7997;clementi avenue 3 3-147
31353;7997;clementi avenue 3 307
31354;7997;clementi avenue 3 341
31355;7997;clementi avenue 3 34h
31356;7997;clementi avenue 3 352
31357;7997;clementi avenue 3 378
31358;7997;clementi avenue 3 43
31359;7997;clementi avenue 3 477
31360;7997;clementi avenue 3 88k
31361;7997;clementi avenue 3 99
31362;7997;clementi avenue 3 blk 332
31363;7997;clementi avenue 3 blk 337
31364;7997;clementi avenue 4 1-39
31365;7997;clementi avenue 4 1-47
31366;7997;clementi avenue 4 118j
31367;7997;clementi avenue 4 12-539
31368;7997;clementi avenue 4 130f
31369;7997;clementi avenue 4 145e
31370;7997;clementi avenue 4 192k
31371;7997;clementi avenue 4 211k
31372;7997;clementi avenue 4 251k
31373;7997;clementi avenue 4 297h
31374;10056;clementi avenue 4 325
31375;7997;clementi avenue 4 328
31376;7997;clementi avenue 4 427
31377;7997;clementi avenue 4 449l
31378;7997;clementi avenue 4 451h
31379;7997;clementi avenue 4 6-387
31380;7997;clementi avenue 4 85g
31381;7997;clementi avenue 4 9-304
31382;7997;clementi avenue 5 129
31383;7997;clementi avenue 5 155
31384;7997;clementi avenue 5 246h
31385;7997;clementi avenue 5 30
31386;7997;clementi avenue 5 352a
31387;7997;clementi avenue 5 36g
31388;7997;clementi avenue 5 6c
31389;7997;clementi avenue 5 78
31390;7997;clementi road -93b
31391;7997;clementi road 3
31392;7997;clementi road 431
31393;7997;clementi road 443
31394;7997;clementi road 84
31395;7997;clementi street 11 106
31396;7997;clementi street 12 108a
31397;7997;clementi street 12 109
31398;7997;clementi street 12 blk 725
31399;7997;clementi west street 1 18-46
31400;7997;clementi west street 1 20-46
31401;7997;clementi west street 1 21-51
31402;7997;clementi west street 1 57l
31403;7997;clementi west street 1 69c
31404;7997;clementi west street 1 713
31405;7997;clementi west street 1 84a
31406;7997;clementi west street 1 blk 707
31407;7997;clementi west street 1 blk 727
31408;7997;clementi west street 2 106
31409;7997;clementi west street 2 121
31410;7997;clementi west street 2 172
31411;7997;clementi west street 2 200
31412;7997;clementi west street 2 207j
31413;7997;clementi west street 2 241f
31414;7997;clementi west street 2 282
31415;7997;clementi west street 2 3-359
31416;7997;clementi west street 2 301e
31417;7997;clementi west street 2 352
31418;7997;clementi west street 2 390l
31419;7997;clementi west street 2 394b
31420;7997;clementi west street 2 612
31421;7997;clementi west street 2 7-180
31422;7997;clementi west street 2 9-33
31423;7997;clive street 20a
31424;7997;coleman street 178805
31425;7997;commonwealth avenue 415
31426;7997;commonwealth avenue west 24-3013
31427;7997;commonwealth avenue west 3063c
31428;7997;commonwealth avenue west 7-3011
31429;7997;dairy farm road lot 47-4
31430;19436;east coast parkway 1
31431;8034;east coast road 406a
31432;7997;east coast road 415a
31433;11832;eunos avenue 5 1015
31434;7997;eunos avenue 6 1062
31435;19436;frankel avenue 83a
31436;9648;geylang road 414a
31437;7997;geylang serai 333
31438;9648;geylang serai 863
31439;7997;handy road 10
31440;7997;henderson road 231
31441;7997;jalan besar 411c
31442;7997;jalan kechil 169
31443;7997;jalan mas puteh 27-29
31444;7997;jalan pasar baru 46
31445;7997;jalan pasar baru 64
31446;7997;jalan sultan 2000
31447;8723;joo chiat road 152a
31448;10432;joo chiat road 208a
31449;8723;joo chiat road 89 & 91
31450;7997;jubilee road 23a
31451;16080;kaki bukit road 2 2858
31452;13020;kempas road 10
31453;11423;king`s road 151e
31454;7997;liang seah street 5 & 7
31455;7997;lim chu kang lane 2 plot lck73
31456;7997;lim chu kang lane 5 lot 48
31457;7997;lim chu kang lane 6 59
31458;9175;lorong 33 geylang 3a
31459;7997;lorong lada hitam lot md 1a
31460;7997;lorong lada hitam md3 mk13
31461;7997;lorong semangka plot st 49
31462;7997;lorong semangka plot st.53
31463;7997;marine parade road 5
31464;7997;mount elizabeth link 3
31465;7997;murai farmway 27
31466;13020;murray street 14
31467;7997;north bridge road 490-494
31468;7997;outram road 517
31469;7997;pandan crescent 104
31470;7997;pandan crescent 113
31471;7997;pandan crescent 135
31472;7997;pandan crescent 162
31473;7997;pandan crescent 241r
31474;7997;pandan crescent 39
31475;7997;pandan crescent 40
31476;7997;pandan crescent 47
31477;7997;pandan crescent 83
31478;7997;pandan crescent 87v
31479;7997;pandan crescent 90
31480;7997;pandan loop 7 no. 110
31481;7997;pandan loop a-8097
31482;7997;pandan loop blk 16/115
31483;7997;pandan road 180
31484;7997;pandan road 194
31485;7997;pasir panjang road 549
31486;7997;paya lebar road 5k
31487;8910;penjuru road 28a
31488;7997;prinsep street 60-62
31489;10017;rangoon road 180a
31490;7997;river valley road 33
31491;7997;roberts lane 1
31492;7997;roberts lane 1 & 3
31493;7997;roberts lane 1/3
31494;7997;roberts lane 1&3
31495;7997;roberts lane 10
31496;7997;roberts lane 10 & 12
31497;7997;roberts lane 10/12
31498;7997;roberts lane 10a
31499;7997;roberts lane 11
31500;7997;roberts lane 13
31501;7997;roberts lane 14
31502;7997;roberts lane 15
31503;7997;roberts lane 16
31504;7997;roberts lane 17
31505;7997;roberts lane 18
31506;7997;roberts lane 19
31507;7997;roberts lane 20
31508;7997;roberts lane 22a
31509;7997;roberts lane 26-28
31510;7997;roberts lane 28
31511;7997;roberts lane 29
31512;7997;roberts lane 29a
31513;7997;roberts lane 3
31514;7997;roberts lane 30
31515;7997;roberts lane 31
31516;7997;roberts lane 33
31517;7997;roberts lane 34
31518;7997;roberts lane 35
31519;7997;roberts lane 38
31520;7997;roberts lane 5
31521;7997;roberts lane 9
31522;7997;roberts lane no. 9
31523;7997;selegie road 354
31524;7997;sims avenue 2287
31525;7997;sims avenue 270c
31526;7997;tagore lane 82b
31527;7997;thomson road 246
31528;7997;toh tuck road 220
31529;7997;ubi road 3 3007
31530;7997;upper boon keng road 121
31531;7997;upper cross street 11
31532;18619;upper serangoon road 768a
31533;7997;west coast drive 11
31534;7997;west coast drive 138
31535;7997;west coast drive 160
31536;7997;west coast drive 202
31537;7997;west coast drive 208
31538;7997;west coast drive 212
31539;7997;west coast drive 213d
31540;7997;west coast drive 216
31541;7997;west coast drive 218
31542;7997;west coast drive 21c
31543;7997;west coast drive 23
31544;7997;west coast drive 236
31545;7997;west coast drive 244
31546;7997;west coast drive 262
31547;7997;west coast drive 271j
31548;7997;west coast drive 281
31549;7997;west coast drive 300
31550;7997;west coast drive 33b
31551;7997;west coast drive 35
31552;7997;west coast drive 357k
31553;7997;west coast drive 363l
31554;7997;west coast drive 470
31555;10308;west coast drive 5
31556;7997;west coast drive 57a
31557;7997;west coast drive 6-241
31558;7997;west coast drive 708
31559;7997;west coast drive 716
31560;7997;west coast drive 74c
31561;7997;west coast drive 74e
31562;7997;west coast drive 74f
31563;7997;west coast drive 78
31564;7997;west coast drive 80
31565;7997;west coast drive blk 7
31566;7997;west coast drive blk 9
31567;8932;west coast park -
31568;7997;west coast rise 218
31569;7997;west coast road -
31570;7997;west coast road 1
31571;7997;west coast road 108
31572;7997;west coast road 10a
31573;7997;west coast road 110
31574;7997;west coast road 118
31575;7997;west coast road 124
31576;7997;west coast road 1266/1267
31577;7997;west coast road 133
31578;7997;west coast road 140
31579;7997;west coast road 169-3
31580;10434;west coast road 194a
31581;7997;west coast road 198
31582;7997;west coast road 2
31583;7997;west coast road 200
31584;7997;west coast road 220
31585;7997;west coast road 224
31586;7997;west coast road 23e
31587;7997;west coast road 241r
31588;7997;west coast road 3
31589;7997;west coast road 3-605
31590;7997;west coast road 329j
31591;7997;west coast road 358h
31592;7997;west coast road 399j
31593;7997;west coast road 4
31594;7997;west coast road 450a
31595;7997;west coast road 456d
31596;7997;west coast road 456g
31597;7997;west coast road 508
31598;7997;west coast road 510
31599;7997;west coast road 69
31600;7997;west coast road 710
31601;7997;west coast road 727
31602;7997;west coast road 73
31603;7997;west coast road 96
31604;7997;west coast road c-4
31605;7997;west coast walk 107
31606;7997;west coast way 100-200
31607;10434;west coast way 100-230
31608;7997;west coast way 150-152
31609;7997;west coast way 204-6
31610;7997;west coast way 218a
31611;7997;west coast way 46
31612;7997;wholesale centre 1-172
31613;7997;wholesale centre 1-51
31614;7997;woodlands avenue 1 80
31615;7998;lorong 8 geylang 37
31616;7999;geylang road 81
31617;7999;geylang road 81-a
31618;7999;geylang road 81a
31619;7999;geylang road 81a-3b
31620;8000;tech park crescent 18
31621;8001;race course road 172
31622;8002;rambai road 21
31623;8003;lorong n telok kurau 98
31624;8004;lembu road 5 & 7
31625;8005;jalan satu 35
31626;8006;lorong 1 geylang 6
31627;8007;geylang road 91
31628;8007;geylang road 91-1
31629;8626;geylang road 91a
31630;9648;geylang road 91a-2
31631;8007;geylang road 91a-3
31632;8007;geylang road 91a-4
31633;8008;roberts lane 27
31634;8009;still lane 1
31635;8009;still lane 10
31636;8009;still lane 12
31637;8009;still lane 14a
31638;8009;still lane 1a
31639;8009;still lane 2
31640;8009;still lane 24
31641;8009;still lane 27
31642;8009;still lane 29
31643;8009;still lane 3
31644;8009;still lane 4
31645;8009;still lane 4c
31646;8009;still lane 5
31647;8009;still lane 6
31648;8009;still lane 7
31649;8009;still lane 7a
31650;8009;still lane 7b
31651;8009;still lane 9-d
31652;8009;still lane 9a
31653;8009;still lane 9d
31654;8010;lorong n telok kurau 100
31655;8011;roberts lane 22
31656;8012;race course road 174
31657;8013;lorong liput 3c
31658;8014;cavan road 3
31659;8015;lavender street 85
31660;8015;lavender street 85b
31661;8016;holland road 97
31662;8017;tech park crescent 16
